2025-07-04 11:35:08.531024,0.6000,ALERT_TRIGGERED
2025-07-04 11:39:11.904726,0.6100,ALERT_TRIGGERED
2025-07-04 14:15:05.648284,0.6000,ALERT_TRIGGERED
2025-07-04 14:17:54.844400,0.6200,ALERT_TRIGGERED
2025-07-04 14:17:58.952404,0.6000,ALERT_TRIGGERED
2025-07-04 14:18:00.444467,0.6000,ALERT_TRIGGERED
2025-07-04 14:18:06.140210,0.2500,YAWN_DETECTED
2025-07-04 14:18:11.296340,0.6700,ALERT_TRIGGERED
2025-07-04 14:18:12.111237,0.6000,ALERT_TRIGGERED
2025-07-04 14:18:13.759508,0.6000,ALERT_TRIGGERED
2025-07-04 14:18:14.810297,0.6100,ALERT_TRIGGERED
2025-07-04 14:26:14.929389,0.2200,EAR_YAWN_ALERT
2025-07-04 14:26:16.377691,0.2500,EAR_YAWN_ALERT
2025-07-04 14:26:17.655384,0.4600,EAR_YAWN_ALERT
2025-07-04 14:26:18.952370,0.4700,EAR_YAWN_ALERT
2025-07-04 14:26:20.203377,0.3900,EAR_YAWN_ALERT
2025-07-04 14:26:21.449636,0.4400,EAR_YAWN_ALERT
2025-07-04 14:26:22.693910,0.4800,EAR_YAWN_ALERT
2025-07-04 14:26:24.043616,0.4300,EAR_YAWN_ALERT
2025-07-04 14:26:25.274612,0.4600,EAR_YAWN_ALERT
2025-07-04 14:40:26.628468,0.2800,EAR_YAWN_ALERT
2025-07-04 14:40:36.464068,0.3800,EAR_YAWN_ALERT
2025-07-04 14:43:25.739215,0.3800,EAR_YAWN_ALERT
2025-07-04 14:45:04.526667,0.3000,EAR_YAWN_ALERT
